name,address,latitude,longitude,county,Grocery Stores,Food Outlets,Tourist Destinations,Hotels,Educational Institutions,Hospitals,Airports,Residential Housing Density,Commercial Housing Density,Fuel Stations & Car Wash,Apparels,Height Restrictor,Border Zone,Public Transportation,radius_miles
Meijer,"2591 M-21, Corunna, MI 48817, United States",43.0015965,-84.1154752,Luce,0,11,0,0,1,1,3,300,84,0,0,0,0,0,3
Meijer Express Gas Station,"2527 E M 21, Corunna, MI 48817, United States",42.9989072,-84.1162792,Luce,0,11,0,0,1,1,3,300,84,0,0,0,0,0,3
Meijer,"36865 26 Mile Rd, Lenox, MI 48048, United States",42.7220452,-82.7415288,Luce,0,1,0,0,1,0,1,1,1,0,0,0,0,0,3
Meijer Express Gas Station,"8396 Gratiot Rd, Saginaw, MI 48609, United States",43.4165007,-84.0776127,Mackinac,0,14,0,0,2,0,0,12,1,0,0,0,0,0,3
Meijer,"27255 23 Mile Rd, Chesterfield, MI 48051, United States",42.6764755,-82.8357543,Macomb,0,12,0,1,0,0,0,46,10,0,0,0,0,0,3
Meijer,"36600 Van Dyke Ave, Sterling Heights, MI 48312, United States",42.5627301,-83.0264473,Macomb,0,35,0,0,2,1,0,139,23,0,0,0,0,0,3
Meijer,"29505 Mound Rd, Warren, MI 48092, United States",42.5098834,-83.049324,Macomb,0,61,0,0,3,5,1,337,41,0,0,0,0,0,3
Meijer Express Gas Station,"3960 US-10, Ludington, MI 49431, United States",43.9567937,-86.3786358,Mason,0,11,0,2,0,1,3,4,2,0,0,0,0,0,3
Meijer Express Gas Station,"15375 Waldron Way, Big Rapids, MI 49307, United States",43.6884144,-85.515799,Mecosta,0,6,2,1,2,2,4,74,1,0,0,0,0,0,3
Meijer,"6001 Highland Rd, White Lake, MI 48383, United States",42.651411,-83.5308897,Menominee,0,3,0,0,1,0,0,0,14,0,0,0,0,0,3
Meijer,"505 N 26th St suite a, Escanaba, MI 49829, United States",45.7654462,-87.0846575,Menominee,0,22,1,0,1,1,2,371,19,0,0,0,0,0,3
Meijer Express Gas Station,"8285 34 Rd, Cadillac, MI 49601, United States",44.2819082,-85.405727,Missaukee,0,6,0,0,1,1,2,1,2,0,0,0,0,0,3
Meijer Express Gas Station,"415 S Greenville W Dr, Greenville, MI 48838, United States",43.176488,-85.2803306,Montcalm,0,3,0,0,0,1,2,36,4,0,0,0,0,0,3
Meijer Express Gas Station,"5326 Harvey St, Muskegon, MI 49444, United States",43.1555837,-86.2050913,Muskegon,0,12,0,0,0,0,3,28,26,0,0,0,0,0,3
Meijer Express Gas Station,"650 W Norton Ave, Muskegon, MI 49441, United States",43.1910771,-86.2610929,Muskegon,0,26,2,0,1,2,5,141,48,0,0,0,0,0,3
Meijer Express Gas Station,"7273 W 48th St, Fremont, MI 49412, United States",43.4678154,-85.9818348,Newaygo,0,5,0,0,1,1,2,5,0,0,0,0,0,0,3
Meijer,"5150 Coolidge Hwy, Royal Oak, MI 48073, United States",42.5387463,-83.1817991,Oakland,0,148,2,5,4,9,3,953,164,0,0,0,0,0,3
Meijer,"3175 S Rochester Rd, Rochester Hills, MI 48306, United States",42.6338534,-83.1283764,Oakland,0,29,0,0,0,1,2,161,16,0,0,0,0,0,3
Meijer Express Gas Station,"2754 S Adams Rd, Rochester Hills, MI 48309, United States",42.6405571,-83.2060504,Oakland,0,36,1,2,2,0,3,33,32,0,0,0,0,0,3
Meijer Express Gas Station,"1101 E Thirteen Mile Rd, Madison Heights, MI 48071, United States",42.5210675,-83.0951421,Oakland,0,79,0,10,3,5,0,339,42,0,0,0,0,0,3
Meijer,"17 Caberfae Hwy, Manistee, MI 49660, United States",44.2664743,-86.2965456,Oceana,0,9,2,2,1,1,5,0,3,0,0,0,0,0,3
Meijer,"16300 Fort St, Southgate, MI 48195, United States",42.1914139,-83.1845448,Oscoda,0,78,0,3,4,2,1,584,40,0,0,0,0,0,3
Meijer Express Gas Station,"3228 W Shr Dr, Holland, MI 49424, United States",42.8268834,-86.0902808,Ottawa,0,40,4,5,4,0,0,31,31,0,0,0,0,0,3
Meijer Express Gas Station,"14900 US-31, Grand Haven, MI 49417, United States",43.0382099,-86.2193507,Ottawa,0,31,1,0,2,0,3,30,4,0,0,0,0,0,3
Meijer Express Gas Station,"2995 Gratiot Blvd, Marysville, MI 48040, United States",42.9107361,-82.4958546,St. Clair,0,12,2,0,2,0,2,0,8,0,0,0,0,0,3
Meijer Express Gas Station,"4725 24th Ave, Fort Gratiot Twp, MI 48059, United States",43.0459056,-82.4579791,St. Clair,0,18,0,0,0,0,0,0,4,0,0,0,0,0,3
Meijer Express Gas Station,"36689 26 Mile Rd, Lenox, MI 48048, United States",42.7210227,-82.7425376,St. Clair,0,1,0,0,1,0,1,2,1,0,0,0,0,0,3
Meijer Express Gas Station,"51095 Gratiot Ave, Chesterfield, MI 48051, United States",42.6761896,-82.8327126,St. Clair,0,12,0,1,0,0,0,46,10,0,0,0,0,0,3
Meijer Express Gas Station,"1174 S Centerville Rd, Sturgis, MI 49091, United States",41.7870373,-85.4278011,St. Joseph,0,2,0,3,1,3,4,1,5,0,0,0,0,0,3
Meijer,"800 S US Hwy 131 Ste A, Three Rivers, MI 49093, United States",41.934064,-85.655071,St. Joseph,0,7,0,0,1,1,1,49,18,0,0,0,0,0,3
Meijer Express Gas Station,"1515 Demille Rd, Lapeer, MI 48446, United States",43.0428124,-83.3245142,Sanilac,0,13,0,0,1,1,3,4,1,0,0,0,0,0,3
Meijer,"26100 Vreeland Rd, Flat Rock, MI 48134, United States",42.1101583,-83.2896231,Sanilac,0,16,0,0,2,1,0,377,10,0,0,0,0,0,3
Meijer Express Gas Station,"1235 Irish Rd Trail, Davison, MI 48423, United States",43.0131028,-83.5547639,Sanilac,0,19,0,0,1,0,1,206,11,0,0,0,0,0,3
Meijer Express Gas Station,"9517 Birch Run Rd, Birch Run, MI 48415, United States",43.2508832,-83.7654838,Tuscola,0,8,0,1,0,0,0,0,2,0,0,0,0,0,3
Meijer Express Gas Station,"521 N Pine Rd, Bay City, MI 48708, United States",43.580492,-83.8378823,Tuscola,0,18,0,0,1,0,2,4,11,0,0,0,0,0,3
Meijer Express Gas Station,"5671 Jackson Rd, Ann Arbor, MI 48103, United States",42.287728,-83.8420591,Washtenaw,0,10,0,2,0,0,0,217,16,0,0,0,0,0,3
Meijer Express Gas Station,"3995 Carpenter Rd, Ypsilanti, MI 48197, United States",42.2314156,-83.679345,Washtenaw,0,45,1,8,4,10,1,776,106,0,0,0,0,0,3
Meijer,"1475 E Jefferson Ave, Detroit, MI 48207, United States",42.3343963,-83.0326004,Wayne,0,253,16,11,18,17,2,834,418,0,0,0,0,0,3
Meijer Express Gas Station,"1231 Eight Mile Rd, Detroit, MI 48203, United States",42.4461258,-83.1181549,Wayne,0,77,19,0,6,2,0,308,83,0,0,0,0,0,3
